course_id,title,units,description,prerequisites,course_level,major
HDE 111,Family Stress & Resilience,4,"Learning Activities: Lecture 3 hour(s), Extensive Writing.
Enrollment Restriction(s): Pass One restricted to Human Development majors.
Grade Mode: Letter.
General Education: Social Sciences (SS); Domestic Diversity (DD); Writing Experience (WE).",HDE 110 or HDE 110V.,Upper Division,HDE
HDE 112,Social Relationships Across the Lifespan,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Pass One restricted to Human Development majors.
Grade Mode: Letter.
General Education: Social Sciences (SS).",HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 117,Longevity,4,"Learning Activities: Lecture 3 hour(s), Term Paper 1 hour(s).
Cross Listing: ENT 117.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",Upper division standing or consent of instructor.,Upper Division,HDE
HDE 120,Research Methods in Human Development,5,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS); Quantitative Literacy (QL); Writing Experience (WE).","STA 013 or STA 013Y or STA 013V or STA 100 or EDU 114 or PSC 041 or (SOC 046A,  SOC 046B).",Upper Division,HDE
HDE 121,Psychological Assessment,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.","(HDE 100A or HDE 100AV or HDE 100B); (STA 013 or STA 013Y or PSC 041 or (SOC 046A,  SOC 046B)).",Upper Division,HDE
HDE 130,Developmental Psychopathology,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.","(HDE 100A,  HDE 100B) or (PSC 140 or PSC 140Y or PSC 140V); consent of instructor.",Upper Division,HDE
HDE 131,Thriving Across the Lifespan,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS).",HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 131V,Thriving Across the Lifespan,4,"Learning Activities: Web Virtual Lecture 4 hour(s).
Enrollment Restriction(s): Pass One restricted to Human Development majors.
Grade Mode: Letter.
General Education: Social Sciences (SS).",HDE 100A  or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 132,Individual Differences in Cognition,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.",(PSC 001 or PSC 001Y or PSC 001V); (HDE 100A or HDE 100AV or HDE 100B).,Upper Division,HDE
HDE 133,"Stress, Adversity & Resilience",4,"Learning Activities: Lecture 3 hour(s), Extensive Writing.
Enrollment Restriction(s): Pass One restricted to Human Devlopement majors.
Grade Mode: Letter.
General Education: Social Sciences (SS); Domestic Diversity (DD); Writing Experience (WE).",HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 133V,"Stress, Adversity & Resilience",4,"Learning Activities: Web Virtual Lecture 3 hour(s), Extensive Writing.
Enrollment Restriction(s): Pass One restricted to Human Development majors.
Grade Mode: Letter.
General Education: Diversity Literacy (DL), Social Sciences (SS), Writing Experience (WE).",HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 134,Disparities & Inequalities in Health & Wellbeing,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Enrollment Restriction(s): Pass One open to HDE majors only.
Credit Limitation(s): Only two units of credit for student who have previously taken SPH 113; only two units of credit for student who have previously taken SOC 163.
Grade Mode: Letter.
General Education: Social Sciences (SS); Domestic Diversity (DD).",HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 135,Health Behaviors Across the Lifespan,4,"Learning Activities: Lecture 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Social Sciences (SS).",NPB 011 or NUT 010 or NUT 010V or NUT 010Y or SAS 013 or HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 137,Contextual Determinants of Health,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Pass One restricted with Human Development majors.
Grade Mode: Letter.
General Education: Social Sciences (SS); Domestic Diversity (DD).",HDE 100A or HDE 100AV or HDE 100B or HDE 100C.,Upper Division,HDE
HDE 140,Field Study in Early Childhood,4-6,"Learning Activities: Discussion 2 hour(s), Fieldwork.
Enrollment Restriction(s): Contact the Internship Coordinator in the Department of Human Ecology.
Grade Mode: Letter.
This course version is effective from, and including: Summer Session 1 2025.",HDE 100A; consent of instructor.,Upper Division,HDE
HDE 140L,Laboratory in Early Childhood,4,"Learning Activities: Laboratory 7 hour(s), Discussion 2 hour(s).
Grade Mode: Letter.","HDE 100A or  HDE 100AV; consent of instructor; to enroll, students must contact the Internship Coordinator in 1303 Hart Hall.",Upper Division,HDE
HDE 141,Field Study With Children & Adolescents,4-6,"Learning Activities: Discussion 2 hour(s), Fieldwork 6-12 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Letter.",HDE 100A or HDE 100AV or HDE 100B; and consent of instructor.,Upper Division,HDE
HDE 142,Field Study with Emotionally Distressed Children & Adolescents,4-6,"Learning Activities: Discussion 1.50 hour(s), Fieldwork 6-12 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Letter.",HDE 130 (can be concurrent); and consent of instructor.,Upper Division,HDE
HDE 143,Field Studies of the Elderly,4-6,"Learning Activities: Discussion 2 hour(s), Fieldwork 6 hour(s), Variable 4-6 hour(s).
Grade Mode: Letter.",HDE 100C or HDE 160 (can be concurrent); and consent of instructor.,Upper Division,HDE
HDE 160,Social Aspects of Aging,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.",HDE 100C.,Upper Division,HDE
HDE 161,"Technology Use, Health, & Aging",4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS); Writing Experience (WE).",(PSC 001 or PSC 001Y or PSC 001V); HDE 100C; or consent of instructor.,Upper Division,HDE
HDE 163,Cognitive Neuropsychology in Adulthood & Aging,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.",(PSC 001 or PSC 001Y or PSC 001V); HDE 100C recommended.,Upper Division,HDE
HDE 180,Special Topics in Human Development,4,"Learning Activities: Lecture 3 hour(s), Extensive Writing.
Enrollment Restriction(s): Restricted to HDE students with junior or senior class standing; priority given to students who have not received HDE 180 units previously.
Repeat Credit: May be repeated 1 time(s) when the topic differs.
Grade Mode: Letter.",Four upper division courses in Human Development (HDE).,Upper Division,HDE
HDE 190C,Introductory Research Conference,1 unit,"Learning Activities: Discussion 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Involvement in ongoing research; consent of instructor.,Upper Division,HDE
HDE 192,Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Grade Mode: Pass/No Pass only.",Consent of instructor; upper division standing.,Upper Division,HDE
HDE 197T,Peer Tutoring in Human Development,1-5,"Learning Activities: Tutorial 3-15 hour(s).
Repeat Credit: May be repeated 10 unit(s) with consent of instructor.
Grade Mode: Pass/No Pass only.",Consent of instructor; upper division standing  completion of course to be tutored.,Upper Division,HDE
HDE 198,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.

HDE 198 — Directed Group Study (1-5 units)
Course Description:  Directed group study.

Learning Activities:  Variable.

Grade Mode:  Pass/No Pass only.
This course version is effective from, and including:  Fall Quarter 2024.",N/A,Upper Division,HDE
HDE 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",N/A,Upper Division,HDE
HDE 200A,Early Development,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.",Graduate standing; basic biology or physiology; one upper division course in psychology or a related field; one upper division or graduate course in developmental psychology (can be concurrent).,Graduate Level,HDE
HDE 200B,Middle Childhood & Adolescence,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.","Graduate standing; basic biology or physiology, and at least two upper division or graduate level courses in psychology or related fields.",Graduate Level,HDE
HDE 200C,Development in Adulthood,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,HDE
HDE 203,Adolescent Behavioral & Emotional Development,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.",HDE 200B.,Graduate Level,HDE
HDE 204,Developmental Neuroscience & Adolescent Psychopathology,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.","Graduate standing in Human Development, Psychology, Education, Neuroscience or consent of instructor.",Graduate Level,HDE
HDE 205,Longitudinal Data Analysis,4,"Learning Activities: Lecture 3 hour(s), Term Paper.
Enrollment Restriction(s): Open to graduate students only.
Grade Mode: Letter.",PSC 204B; or equivalent graduate courses in statistics or consent of instructor; familiarity with multiple regression and the basics of matrix algebra.,Graduate Level,HDE
HDE 207,"Topics in Technology Use, Health & Aging",4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.","Graduate standing in one of the following Graduate Groups: Human Development, Psychology, Communication, Education, and Nursing Science and Healthcare Leadership, or consent of instructor.",Graduate Level,HDE
HDE 208,Analysis of Intensive Longitudinal Data,4,"Learning Activities: Lecture 3 hour(s).
Enrollment Restriction(s): Open to graduate students only.
Grade Mode: Letter.
This course version is effective from, and including: Winter Quarter 2025.",PSC 204B; or equivalent graduate courses in statistics; or consent of instructor; familiarity with multiple regression and the basics of matrix algebra; HDE 205 or PSC 205G strongly recommended.,Graduate Level,HDE
HDE 210,Theories of Behavioral Development,3,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.",Graduate standing in behavioral sciences.,Graduate Level,HDE
HDE 211,Physiological Correlates of Behavioral Development,4,"Learning Activities: Seminar 4 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,HDE
HDE 220,Research Methods in Human Growth & Development,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.",STA 013 or STA 013Y; or the equivalent and at least two upper division courses in Human Biology or Developmental Psychology.,Graduate Level,HDE
HDE 232,Cognition & Aging,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Grade Mode: Letter.",HDE 200C.,Graduate Level,HDE
HDE 234,Children's Learning & Thinking,3,"Learning Activities: Seminar 3 hour(s).
Grade Mode: Letter.",HDE 200A or PSC 212 recommended.,Graduate Level,HDE
HDE 238,The Context of Individual Development,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Grade Mode: Letter.","Graduate standing in Human Development, Child Development, Education, Psychology, Anthropology, Sociology, or consent of instructor.",Graduate Level,HDE
HDE 239,Developmental Psychopathology,4,"Learning Activities: Discussion/Laboratory 3 hour(s), Term Paper.
Grade Mode: Letter.","Graduate standing in Human Development, Psychology, Sociology, a related social science, or consent of instructor.",Graduate Level,HDE
HDE 240,Peer Relationships during Adolescence,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Enrollment Restriction(s): Graduate standing in Human Development, Psychology, Education, or consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,HDE
HDE 250,Current Research on Family Relationships,4,"Learning Activities: Discussion/Laboratory 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing in Human Development Graduate Group, Psychology, Sociology, a related social science, or consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,HDE
HDE 252,"Family Research, Programs & Policy",4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Enrollment Restriction(s): Graduate standing in Human Development, Psychology, Sociology, related social sciences, or consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,HDE
HDE 290,Seminar,3,"Learning Activities: Seminar 3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,HDE
HDE 290C,Research Conference,1 unit,"Learning Activities: Discussion 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,HDE
HDE 291,Research Issues in Human Development,4,"Learning Activities: Seminar 4 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Graduate Standing in the behavioral sciences.,Graduate Level,HDE
HDE 292,Graduate Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Repeat Credit: May be repeated 12 unit(s) with justifed skill acqusition and promise of informing evaluation research.
Grade Mode: Satisfactory/Unsatisfactory only.","Consent of faculty (internship sponsor) and satisfactory completion of placement relevant course work, for example: EDU 213, EDU 216; HDE 222, HDE 242; LAW 272, LAW 273.",Graduate Level,HDE
HDE 298,Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Letter.",N/A,Graduate Level,HDE
HDE 299,Research,1-12,"Learning Activities: Variable.
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,HDE
HDE 396,Teaching Assistant Training Practicum,1-4,"Learning Activities: Variable.
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Graduate standing.,Graduate Level,HDE
AGC 290,Seminar,1 unit,"Learning Activities: Seminar 1 hour(s).
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,AGC
AGC 298,Group Study,1-5,"Learning Activities: Variable 1-5 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,AGC
AGC 299,Research,1-12,"Learning Activities: Variable.
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,AGC
OSU 099,Special Studies for Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor; lower division standing.,Lower Division,OSU
OSU 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor; upper division standing.,Upper Division,OSU
OSU 421,The Musculoskeletal System,2.5,"Learning Activities: Lecture/Discussion 4 hour(s), Discussion 2 hour(s).
Enrollment Restriction(s): Restricted to Medical students only.
Grade Mode: Pass/No Pass only.",Consent of committee on student progress.,Graduate Level,OSU
OSU 428,Ambulatory & Emergency Room Orthopaedics,3-6,"Learning Activities: Clinical Activity.
Enrollment Restriction(s): Limited enrollment.
Grade Mode: Honors/Pass/Fail.",Consent of instructor; fourth-year medical student in good academic standing.,Graduate Level,OSU
OSU 462,Community Preceptorship,3-6,"Learning Activities: Clinical Activity.
Grade Mode: Honors/Pass/Fail.",Consent of instructor; fourth-year medical student in good academic standing; consent of instructor.,Graduate Level,OSU
OSU 464,Acting Internship,6,"Learning Activities: Clinical Activity.
Repeat Credit: May be repeated.
Grade Mode: Honors/Pass/Fail.",Consent of instructor; fourth-year medical student in good academic standing.,Graduate Level,OSU
OSU 465,Externship in Advanced Orthopaedics,3-6,"Learning Activities: Clinical Activity 40 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Honors/Pass/Fail.",Consent of instructor; fourth-year medical student in good academic standing.,Graduate Level,OSU
OSU 466,Away Clerkship in Orthopaedics,3-9,"Learning Activities: Clinical Activity 40 hour(s).
Grade Mode: Honors/Pass/Fail.",N/A,Graduate Level,OSU
OSU 480,Insights in Orthopardic Surgery,1-3,"Learning Activities: Clinical Activity 3-9 hour(s).
Grade Mode: Honors/Pass/Fail.",Consent of instructor; first- and second-year medical students in good academic standing.,Graduate Level,OSU
OSU 481,History of Medicine for Medical Students,1.5,"Learning Activities: Lecture/Discussion 2.50 hour(s).
Grade Mode: Honors/Pass/Fail.",Third- or fourth-year students in the School of Medicine or second-year students with consent of instructor.,Graduate Level,OSU
OSU 499,Orthopardics Research,1-12,"Learning Activities: Clinical Activity.
Repeat Credit: May be repeated.
Grade Mode: Honors/Pass/Fail.",Consent of instructor; third- or fourth-year medical student in good academic standing.,Graduate Level,OSU
ABG 200A,Integrated Animal Biology I,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Enrollment Restriction(s): Limited to 20 students; Pass One restricted to Animal Biology Graduate Group students.
Grade Mode: Letter.

ABG 200A — Integrated Animal Biology I (3 units)
Course Description:  Natural history, management, historical and current uses, and specialized disciplinary features of model and novel animal systems used in research. Development of conceptual approaches in organismal biology to improve experimental design and interpretation of interdisciplinary research studies.

Prerequisite(s): BIS 101 or BIS 101V;  or consent of instructor, or equivalent course; graduate standing.

Learning Activities:  Lecture/Discussion 3 hour(s).

Enrollment Restriction(s):  Limited to 20 students; Pass One restricted to Animal Biology Graduate Group students.

Grade Mode:  Letter.
This course version is effective from, and including:  Winter Quarter 2025.","BIS 101;  or consent of instructor, or equivalent course; graduate standing.",Graduate Level,ABG
ABG 200B,Integrated Animal Biology II,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Enrollment Restriction(s): Limited enrollment; Pass One restricted to Animal Biology Graduate Group students.
Grade Mode: Letter.",ABG 200A.,Graduate Level,ABG
ABG 202,Grant Procurement & Administration,2,"Learning Activities: Lecture 1 hour(s), Discussion/Laboratory 1 hour(s).
Enrollment Restriction(s): Limited to 12 graduate students; Pass One restricted to Animal Biology Graduate Group students.
Grade Mode: Letter.",ABG 200B.,Graduate Level,ABG
ABG 203,Advanced Animal Welfare,3,"Learning Activities: Lecture 3 hour(s).
Repeat Credit: May be repeated 1 time(s) every other year, when topic differs.
Grade Mode: Letter.

ABG 203 — Advanced Animal Welfare (3 units)
Course Description:  Advanced animal welfare. Key concepts used when evaluating and understanding the welfare of animals kept by humans. Topics include animal pain, stress, cognition, motivation and emotions. Critical discussion of primary literature.

Prerequisite(s): ANS 103; or consent of instructor.

Learning Activities:  Lecture 3 hour(s).

Enrollment Restriction(s):  Open to graduate students only.

Repeat Credit:  May be repeated 1 time(s) every other year, when topic differs.

Grade Mode:  Letter.
This course version is effective from, and including:  Spring Quarter 2025.",N/A,Graduate Level,ABG
ABG 205,Advanced Nutritional Energetics,3,"Learning Activities: Discussion/Laboratory 1 hour(s), Lecture 2 hour(s).
Enrollment Restriction(s): Limited to 30 students.
Grade Mode: Letter.","(ABI 102,  ABI 103,  NPB 101); or the equivalent courses.",Graduate Level,ABG
ABG 211,Advances in Animal Biotechnology & Genetics,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Enrollment Restriction(s): Pass One restricted to graduate students.
Grade Mode: Letter.

ABG 211 — Advances in Animal Biotechnology & Genetics (3 units)
Course Description:  Introduction to advanced techniques used for assisted reproductive technologies in mammals and birds, genetic engineering, gene editing, stem cell biology. Offered in alternate years.

Prerequisite(s): NPB 121; (BIS 101 or BIS 101V); or consent of instructor.

Learning Activities:  Lecture/Discussion 3 hour(s).

Enrollment Restriction(s):  Pass One restricted to graduate students.

Grade Mode:  Letter.
This course version is effective from, and including:  Winter Quarter 2025.",NPB 121; BIS 101; or consent of instructor.,Graduate Level,ABG
ABG 250,Mathematical Modeling in Biological Systems,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Enrollment Restriction(s): Limited enrollment.
Grade Mode: Letter.

ABG 250 — Mathematical Modeling in Biological Systems (4 units)
Course Description:  Model development and evaluation including sensitivity analyses using R. Four principle modeling methodologies included: algebraic functions of biological processes, physiological-based compartmental models, linear programming and meta-analysis. Fundamental background and understanding of mathematical modeling principles in biological systems.

Prerequisite(s): MAT 016A; MAT 016B; STA 100; or equivalents required; graduate standing; more than one course in statistics recommended; ABI 102 or BIS 102 recommended or equivalent course in biochemistry.

Learning Activities:  Lecture/Discussion 4 hour(s).

Enrollment Restriction(s):  Limited enrollment.

Grade Mode:  Letter.
This course version is effective from, and including:  Spring Quarter 2025.",MAT 016A; MAT 016B; STA 100; or equivalents required; graduate standing; MAT 016C or equivalent recommended; more than one course in statistics recommended; ABI 102 or BIS 102 recommended or equivalent course in biochemistry.,Graduate Level,ABG
ABG 251,Gastrointestinal Microbiology of Livestock,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",Graduate standing.,Graduate Level,ABG
ABG 255,Physiology of the Stress Response,2,"Learning Activities: Lecture/Discussion 2 hour(s).
Cross Listing: MCP 255.
Grade Mode: Letter.",Graduate standing.,Graduate Level,ABG
ABG 290,Seminar in Animal Biology,1 unit,"Learning Activities: Seminar 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Graduate standing.,Graduate Level,ABG
ABG 290C,Research Conference,1 unit,"Learning Activities: Discussion 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,ABG
ABG 298,Group Study in Animal Biology,1-5,"Learning Activities: Lecture.
Repeat Credit: May be repeated 2 time(s).
Grade Mode: Letter.",Consent of instructor; graduate standing.,Graduate Level,ABG
ABG 299,Research,1-11,"Learning Activities: Discussion/Laboratory 3-33 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,ABG
ABG 300,Methods in Teaching Animal Biology,2,"Learning Activities: Lecture/Discussion 2 hour(s).
Repeat Credit: May be repeated 3 time(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,ABG
ABG 396,Teaching Assistant Training Practicum,1-4,"Learning Activities: Variable 3-12 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,ABG
ABG 401,Ethics & Professionalism in Animal Biology,2,"Learning Activities: Discussion 2 hour(s).
Enrollment Restriction(s): Restricted to graduate standing; Pass One restricted to Animal Biology graduate group students.
Grade Mode: Letter.",N/A,Graduate Level,ABG
GER 001,Elementary German,5,"Learning Activities: Discussion 5 hour(s), Laboratory 1 hour(s).
Enrollment Restriction(s): Not open to students who have taken GER 001A.
Credit Limitation(s): Students who have successfully completed GER 002 or GER 003 in the 10th or higher grade in high school may receive unit credit for this course on a P/NP grading basis only; although a passing grade will be charged to the student's P/NP option, no petition is required; all other students will receive a letter grade unless a P/NP petition is filed.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC).",N/A,Lower Division,GER
GER 001A,Accelerated Intensive Elementary German,15,"Learning Activities: Lecture/Discussion 12.50 hour(s).
Credit Limitation(s): Not open to students who have completed GER 001, GER 002, or GER 003.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC).",N/A,Lower Division,GER
GER 002,Elementary German,5,"Learning Activities: Discussion 5 hour(s), Laboratory 1 hour(s).
Credit Limitation(s): Not open for credit to students who have taken GER 001A.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC).",GER 001.,Lower Division,GER
GER 003,Elementary German,5,"Learning Activities: Discussion 5 hour(s), Laboratory 1 hour(s).
Credit Limitation(s): Not open for credit to students who have taken GER 001A.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC).",GER 002.,Lower Division,GER
GER 010,German Fairy Tales from the Grimms to Disney,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,GER
GER 011,Travel & the Modern World,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Cross Listing: COM 011.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,GER
GER 020,Intermediate German,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",GER 003; can be concurrent with GER 006.,Lower Division,GER
GER 021,Intermediate German,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",GER 020.,Lower Division,GER
GER 022,Intermediate German,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",GER 021.,Lower Division,GER
GER 040,Great German Short Stories (in English),4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,GER
GER 041,Melodrama from Mozart to Lion King,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing/Discussion.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,GER
GER 045,Vampires & Other Horrors in Film & Media,4,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s), Film Viewing 3 hour(s).
Cross Listing: FMS 045.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,GER
GER 048,Myth & Saga in the Germanic Cultures,4,"Learning Activities: Lecture 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,GER
GER 049,Freshman Colloquium,2,"Learning Activities: Seminar 2 hour(s).
Grade Mode: Letter.",Open only to students who have completed 40 or fewer quarter units of transferable college level work.,Lower Division,GER
GER 092,Field Work in German,1-12,"Learning Activities: Internship 3-36 hour(s).
Enrollment Restriction(s): Restricted to lower division standing.
Grade Mode: Pass/No Pass only.",Consent of instructor; lower division standing.,Lower Division,GER
GER 098,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor.,Lower Division,GER
GER 099,Special Study for Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",N/A,Lower Division,GER
GER 101A,"Survey of German Literature, 800-1800",4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 101B,"Survey of German Literature, 1800-Present",4,"Learning Activities: Lecture/Discussion 3 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH).",GER 022.,Upper Division,GER
GER 103,Writing Skills in German,4,"Learning Activities: Lecture 3 hour(s), Extensive Writing 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 104,Translation,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Credit Limitation(s): Not open for credit to students who have completed GER 104A.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 105,The Modern German Language,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",GER 022; or consent of instructor.,Upper Division,GER
GER 109A,Business German,4,"Learning Activities: Lecture/Discussion 3 hour(s), Laboratory 1 hour(s).
Grade Mode: Letter.

GER 109A — Business German (4 units)
Course Description:  Specialized language course using business-oriented information and publications as the basis for discussions, roleplay, reports, compositions and translations.

Prerequisite(s): GER 022; or consent of instructor.

Learning Activities:  Lecture/Discussion 3 hour(s), Laboratory 1 hour(s).

Grade Mode:  Letter.

General Education:  Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).
This course version is effective from, and including:  Winter Quarter 2025.",GER 022; or consent of instructor.,Upper Division,GER
GER 109B,Advanced Business German,4,"Learning Activities: Lecture/Discussion 3 hour(s), Discussion/Laboratory 1 hour(s).
Grade Mode: Letter.",GER 022; or consent of instructor.,Upper Division,GER
